food_commodity_group,food_commodity_typology,food_commodity_item,carbon_footprint_,publication_year,country,region,wfp
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.53,2013.0,France,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.54,2010.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.54,2014.0,N Europe,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.54,2017.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.54,2011.0,Perù,S America,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.54,2012.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.54,2011.0,Norway,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.54,2011.0,Poland,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.54,2011.0,Finland,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.54,2009.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.54,2008.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.546,2013.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.55,2010.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.55,2013.0,France,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.556,2010.0,Brazil,S America,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.57,2013.0,France,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.584507042,2012.0,UK,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.59,2013.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.59,2013.0,France,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.59,2013.0,France,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.59,2006.0,C Europe,C Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.6,2012.0,Finland,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.6,2018.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.6,2017.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.6,2013.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.6,2015.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.6,2015.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.613,2009.0,UK,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.62,2013.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.62,2011.0,Czech republic,E Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.622,2010.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.63,2011.0,Greece,Mediterranean area,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.63,2013.0,France,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.64,2012.0,Norway,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.64,2005.0,Ireland,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.64,2013.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.64,2011.0,Hungary,E Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.64,2008.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.65839,2010.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.66,2011.0,Mexico,C America,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.673333333,2013.0,Norway,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.69,2010.0,Brazil,S America,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.69,2013.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.69,2013.0,France,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.694,2010.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.69488,2014.0,USA,N America,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.696,2010.0,Brazil,S America,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.7,2008.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.72,2011.0,Romania,E Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.72,2013.0,France,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.725,2008.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.74,2011.0,Norway,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.74,2012.0,Norway,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.74,2012.0,Finland,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.74,2011.0,Turkey,Mediterranean Area,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.74,2011.0,Latvia,E Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.75,2008.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.76,2013.0,France,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.77,2010.0,USA,N America,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.77,2011.0,Ireland,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.77,2008.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.77,2008.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.78,2011.0,Poland,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.79,2013.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.8,2018.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.81,2005.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.886666667,2011.0,India,Asia,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.9,2015.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.9,2013.0,USA,N America,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.94,2011.0,Perù,S America,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.94,2011.0,Estonia,E Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.95,2011.0,USA,N America,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.95,2005.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.98,2011.0,Morocco,Africa,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,1.99,2011.0,USA,N America,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,2.0,2010.0,E Asia,E Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,2.02,2011.0,China,Asia,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,2.03,2011.0,USA,N America,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,2.05,2013.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,2.06,2011.0,Norway,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,2.06,2011.0,Belarus,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,2.06,2011.0,USA,N America,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,2.1,2013.0,USA,N America,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,2.3,2011.0,World,World,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,2.39,2011.0,Bulgaria,E Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,2.4102,2014.0,UK,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,2.45,2010.0,World,World,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,2.5,2011.0,Uganda,Africa,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,2.58,2011.0,Pakistan,Asia,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,2.9707,2006.0,UK,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,3.14,2014.0,Belgium,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,3.26,2011.0,Bangladesh,Asia,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,3.3,2010.0,America (central and south),CS America,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,3.7,2010.0,North Africa,Africa,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,4.6,2010.0,Asia (south),Asia,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,7.5,2010.0,Africa (subsaharan),Africa,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,7.64,2011.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,MILK,COW'S MILK,8.44,2002.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,MILK,GOAT MILK,1.412,2010.0,France,N Europe,0
ANIMAL HUSBANDRY,MILK,GOAT MILK,1.462,2010.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,2.11,2011.0,Latvia,E Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,2.36,2010.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,3.0,2010.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,3.2,2011.0,Lithuania,E Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,3.3,2011.0,Slovakia,E Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,3.5,2011.0,UK,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,3.6,2004.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,3.64,2009.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,3.64,2009.0,UK,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,3.68,2011.0,Austria,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,3.72,2011.0,Slovenia,E Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,3.72,2011.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,3.74,2009.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,3.786511628,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,3.833023256,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,3.84,2009.0,Germany,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,3.898305085,2010.0,Australia,Oceania,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,3.9,2011.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,3.95,2011.0,Poland,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.019069767,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.1,2011.0,Spain,Mediterranean area,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.1,2004.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.14,2009.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.158604651,2014.0,France (Corsica),Mediterranean area,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.2,2011.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.251627907,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.3,2011.0,Bulgaria,E Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.3,2011.0,Czech republic,E Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.3,2005.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.321395349,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.4,2004.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.44,2009.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.444444444,2008.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.45,2009.0,UK,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.5,2011.0,Ireland,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.5,2011.0,Romania,E Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.5,2008.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.54,2009.0,UK,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.58,2009.0,World,World,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.61,2010.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.670232558,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.8,2012.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.8,2005.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.885762712,2014.0,Canada (west),N America,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.885762712,2011.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,4.935,2008.0,World,World,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.0,2011.0,Belgium,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.05,2008.0,World,World,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.055254237,2014.0,Canada (east),N America,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.065581395,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.1,2005.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.1,2011.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.112093023,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.14,2009.0,Germany,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.158604651,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.2,2009.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.254237288,2010.0,Australia,Oceania,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.35,2011.0,Germany,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.37255814,2012.0,EU 27,Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.394237288,2011.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.394237288,2011.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.5,2014.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.5,2014.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.55,2014.0,Australia,Oceania,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.597627119,2013.0,Germany,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.6,2006.0,UK,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.688453608,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.716744186,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.721395349,2012.0,EU 27,Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.74,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.8,2011.0,Hungary,E Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.860930233,2010.0,USA,N America,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.894639175,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.902711864,2011.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.97255814,2014.0,France (Corsica),Mediterranean area,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,5.97255814,2012.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.000465116,2010.0,USA,N America,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.07220339,2015.0,Brazil,S America,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.096153846,2009.0,UK,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.1,2011.0,Estonia,E Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.101694915,2010.0,Australia,Oceania,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.103896104,2013.0,N America,N America,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.113789778,2009.0,UK,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.143410853,2009.0,UK,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.15,1998.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.158604651,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.2,2012.0,Finland,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.203917526,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.228372093,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.241694915,2007.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.2959285,2009.0,UK,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.3,2011.0,Australia,Oceania,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.321395349,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.34,2009.0,UK,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.34,2009.0,UK,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.367906977,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.389484536,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.4,2006.0,UK,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.52,2011.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.530697674,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.577209302,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.6,2012.0,Japan,Asia,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.63,2011.0,Finland,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.65,2011.0,Portugal,Mediterranean area,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.651627907,2010.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.753246753,2013.0,E Europe,E Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.884186047,2010.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,6.919661017,2012.0,UK,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,7.2,2011.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,7.233023256,2010.0,USA,N America,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,7.321395349,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,7.65,2014.0,Australia,Oceania,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,7.7,2005.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,7.786511628,2014.0,France (Corsica),Mediterranean area,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,7.792207792,2013.0,Asia (east and south-east),Asia,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,7.814418605,2010.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,7.85,2014.0,Australia,Oceania,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,7.930697674,2010.0,USA,N America,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,7.95,2010.0,USA,N America,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,8.05,2011.0,Greece,Mediterranean area,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,8.13559322,2012.0,Europe,Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,8.209767442,2012.0,EU 27,Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,8.418604651,2012.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,8.45,2014.0,Australia,Oceania,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,8.474576271,2010.0,Australia,Oceania,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,8.53,2013.0,USA,N America,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,8.571428571,2013.0,W Europe,W Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,8.8,2005.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,8.809767442,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,8.84,2016.0,Spain,Mediterranean Area,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,8.983050847,2010.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,9.322033898,2010.0,Australia,Oceania,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,9.491525424,2010.0,Australia,Oceania,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,10.25162791,2014.0,France (Corsica),Mediterranean area,0
ANIMAL HUSBANDRY,PORK BONE FREE MEAT,PORK BONE FREE MEAT,11.86440678,2013.0,S America (Latin America and Caribean),S America,0
ANIMAL HUSBANDRY,PORK CURED MEAT,BACON,3.0,2010.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,PORK CURED MEAT,BACON,5.05,2008.0,World,World,0
ANIMAL HUSBANDRY,PORK CURED MEAT,PORK HAM,3.0,2010.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,PORK CURED MEAT,PORK HAM,5.05,2008.0,World,World,0
ANIMAL HUSBANDRY,PORK CURED MEAT,PORK HAM,10.84,2016.0,Spain,Mediterranean Area,0
ANIMAL HUSBANDRY,PORK CURED MEAT,PORK HAM,12.84,2016.0,Spain,Mediterranean Area,0
ANIMAL HUSBANDRY,PORK CURED MEAT,PORK NECK,3.0,2010.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,PORK CURED MEAT,PORK NECK,5.05,2008.0,World,World,0
ANIMAL HUSBANDRY,PORK CURED MEAT,PORK SAUSAGE,17.94,2016.0,Spain,Mediterranean Area,0
ANIMAL HUSBANDRY,PORK MEAT WITH BONE,PORK MEAT WITH BONE,4.14,2012.0,UK,N Europe,0
